Id,SalePrice
1461,126483.61
1462,159744.88
1463,190817.11
1464,195221.62
1465,196501.22
1466,181361.42
1467,181790.05
1468,172059.75
1469,180919.66
1470,126266.305
1471,204766.56
1472,91373.305
1473,102820.54
1474,151081.39
1475,121008.5
1476,369846.44
1477,261752.84
1478,291642.6
1479,285727.97
1480,455916.0
1481,316759.72
1482,205257.95
1483,180568.12
1484,168398.33
1485,177498.58
1486,198891.77
1487,368364.72
1488,231839.53
1489,215094.67
1490,226470.66
1491,186442.92
1492,83511.18
1493,189886.66
1494,297792.03
1495,279450.16
1496,237151.48
1497,185089.23
1498,160658.33
1499,156383.7
1500,161576.1
1501,169474.19
1502,153243.55
1503,322199.66
1504,245393.34
1505,224012.94
1506,198239.19
1507,251595.2
1508,194624.11
1509,164522.28
1510,149377.16
1511,152329.75
1512,163886.34
1513,141231.16
1514,162356.12
1515,181345.8
1516,147299.66
1517,165145.2
1518,122858.89
1519,234818.47
1520,131895.77
1521,138359.69
1522,178836.33
1523,107762.375
1524,123187.0
1525,120106.0
1526,118468.17
1527,113384.875
1528,128698.12
1529,154289.34
1530,172114.52
1531,111892.27
1532,98671.41
1533,141387.89
1534,114509.875
1535,139192.16
1536,113187.664
1537,85487.5
1538,158889.2
1539,202761.97
1540,99637.07
1541,133946.81
1542,134450.05
1543,214471.84
1544,77317.97
1545,106665.06
1546,134580.22
1547,134121.94
1548,145673.97
1549,123379.46
1550,144416.0
1551,102974.63
1552,146930.5
1553,150988.97
1554,115589.836
1555,165128.1
1556,84225.18
1557,110504.445
1558,96354.7
1559,108151.234
1560,142829.52
1561,135370.61
1562,127709.016
1563,116881.875
1564,164488.27
1565,140455.05
1566,246691.58
1567,68918.61
1568,227982.83
1569,133741.14
1570,139233.12
1571,129613.2
1572,149455.72
1573,250904.61
1574,111944.84
1575,226372.31
1576,239656.56
1577,200134.88
1578,155453.52
1579,148011.08
1580,191413.4
1581,154076.14
1582,132050.97
1583,323300.2
1584,245247.94
1585,141114.4
1586,75014.19
1587,100525.22
1588,165084.12
1589,97937.41
1590,132986.83
1591,92481.73
1592,123997.31
1593,135526.9
1594,138609.0
1595,113652.016
1596,234425.64
1597,164422.12
1598,202362.72
1599,193345.88
1600,190537.48
1601,73002.79
1602,115761.07
1603,107272.195
1604,276300.0
1605,267183.6
1606,160988.4
1607,177000.94
1608,219411.38
1609,190490.2
1610,154131.55
1611,144190.94
1612,160368.3
1613,165537.69
1614,124701.37
1615,88819.734
1616,74974.23
1617,95169.336
1618,126057.09
1619,146282.08
1620,162328.03
1621,140935.52
1622,132274.95
1623,292805.9
1624,198439.92
1625,114552.68
1626,163422.1
