Id,SalePrice
1461,118816.40780722127
1462,164408.5581679371
1463,188990.66830854604
1464,193002.00193886028
1465,185633.95067587917
1466,171411.3184861518
1467,171489.11280234013
1468,165870.2264250611
1469,179046.2733663297
1470,127521.87376027681
1471,189168.64734511703
1472,96281.77992301754
1473,95907.40871787103
1474,150610.51152469523
1475,123884.90259303324
1476,399173.7989298414
1477,252014.81405398692
1478,293407.81384554866
1479,289139.2927760824
1480,501230.76551157824
1481,314842.20649223786
1482,206394.25411948815
1483,170565.22744032933
1484,166398.7273855355
1485,175676.42191791092
1486,193465.89678828127
1487,352192.89422685467
1488,231873.4566682189
1489,212240.92597518172
1490,229286.99640105857
1491,193714.43879216595
1492,95904.11178968368
1493,181367.23177051122
1494,302964.1859851297
1495,292611.2105665743
1496,242264.8660678456
1497,189024.24515847466
1498,161207.08811479577
1499,159572.225048953
1500,157749.94794683807
1501,183796.0934103129
1502,154166.24336174756
1503,309077.76147006155
1504,244508.60493875033
1505,225711.47784015915
1506,189838.822773199
1507,244257.18921408703
1508,196560.36815541034
1509,159599.00009144828
1510,147802.0512620875
1511,144635.6007818372
1512,177122.17550742184
1513,136496.86227157532
1514,167060.7576194091
1515,191584.66251163557
1516,149080.62753487748
1517,164678.9153875955
1518,130586.82293268353
1519,228488.44712850463
1520,134410.34541199342
1521,135989.5982831245
1522,164528.68373934765
1523,110195.41747754054
1524,120585.00167687115
1525,119812.07345353496
1526,113418.32148945997
1527,110206.98758781161
1528,136067.34918777924
1529,146940.15139377792
1530,173721.9608104607
1531,107897.68883688156
1532,94700.37212186758
1533,148972.26862107078
1534,118337.71154603042
1535,149556.46661356205
1536,103635.9544557804
1537,64933.34008082139
1538,163152.43762967022
1539,208934.3224648929
1540,97032.10374534971
1541,136757.66239036515
1542,134667.94617202593
1543,212829.47848174282
1544,84863.41380145645
1545,104782.66624229404
1546,129625.9188135411
1547,130337.1641895298
1548,132750.161150926
1549,115291.35831408526
1550,135391.60896800962
1551,109542.94176768001
1552,146048.4882969618
1553,148659.31161749922
1554,112911.83470591462
1555,175551.76957694645
1556,100716.98893474677
1557,105055.52754693027
1558,93313.40702874614
1559,96880.20795535576
1560,130732.98456422798
1561,137938.08194304872
1562,128235.32543058094
1563,120388.25043588446
1564,151801.34616121775
1565,146846.143882552
1566,245862.78759015063
1567,71251.14242130432
1568,231978.51812121313
1569,148145.79389453237
1570,141839.39353900735
1571,127048.31755291112
1572,149022.17628122141
1573,244078.04912096978
1574,112539.61306553525
1575,236715.88021050356
1576,243571.84133543557
1577,198205.1109900475
1578,148819.13298121054
1579,145189.3802702453
1580,187525.7685816906
1581,166096.05509097595
1582,127185.32833840998
1583,321091.19636184344
1584,227355.22903421376
1585,139707.73759826552
1586,69507.0859037549
1587,95541.38252707158
1588,153173.7527180255
1589,99723.7306391446
1590,128166.14152174763
1591,97333.84153323872
1592,124687.8617359462
1593,122534.95041307325
1594,157682.49021464554
1595,112631.0790764525
1596,246324.76026569406
1597,188286.0364947303
1598,197853.38425486407
1599,184811.01566666958
1600,169319.98470278335
1601,67238.00140954914
1602,110541.53366309701
1603,88456.3826986841
1604,285221.60619096924
1605,242164.24409886723
1606,167665.35246895903
1607,165272.04321366252
1608,216126.2028359528
1609,195491.3898389723
1610,164233.93478826183
1611,140123.06345876982
1612,163269.74042847857
1613,160761.13004568135
1614,128546.8569362924
1615,89536.50578289722
1616,71444.09857387118
1617,91308.05560420711
1618,123024.42268277105
1619,143992.9641916576
1620,173890.38182951423
1621,134575.58671119038
1622,146211.98838084872
1623,291021.91679917905
1624,208778.6298581383
1625,116385.13896717015
1626,159989.5695147264
1627,184467.31274897215
1628,288904.78423377615
1629,180762.39811241435
1630,366519.78669188236
1631,210595.3379792198
1632,239362.15147596726
1633,172016.79987088992
1634,188600.44153679995
1635,175922.4030998748
1636,152814.30128237835
1637,203720.85848681707
1638,196322.23398078894
1639,178450.5563216322
1640,258054.99513673666
1641,180346.39138478882
1642,236577.3506164573
1643,224444.33024918474
1644,231648.2434762803
1645,205564.44877459703
1646,160033.60833484432
1647,156862.48716701395
1648,133562.88727312727
1649,142408.66447013034
1650,114396.23476709581
1651,116283.0629936696
1652,95707.79120204729
1653,99305.72093759212
1654,147933.55508752985
1655,149679.88997977696
1656,144271.48051033745
1657,148456.0674935714
1658,148102.48789797587
1659,129653.04844979057
1660,156717.03704567684
1661,465882.55008289183
1662,410301.6278103704
1663,387764.64061578154
1664,458550.2737784152
1665,312464.5638113878
1666,323422.1659024333
1667,395583.6129657343
1668,333771.33165744063
1669,297512.2169522915
1670,352245.86574787926
1671,253218.9504117298
1672,478454.2214475327
1673,299551.6314950537
1674,245242.2238661126
1675,185788.86045051206
1676,189960.11885361865
1677,218971.23804315558
1678,469086.8424646066
1679,397642.9131147981
1680,343024.6107711269
1681,262678.67027646076
1682,302015.02678766445
1683,181261.3938506543
1684,170027.3769163139
1685,170702.10092555705
1686,167260.0632832653
1687,170311.12756011522
1688,190187.5073086182
1689,195305.97590213292
1690,190069.11792558152
1691,179372.4420196703
1692,270053.1427068058
1693,169954.27746526993
1694,184527.62557872527
1695,165782.39591029548
1696,269568.7512008103
1697,172176.21525203582
1698,367989.14941807534
1699,325839.7609846562
1700,247357.2785194611
1701,266796.5437793521
1702,242215.12688145685
1703,248317.23877428946
1704,281280.0364819629
1705,232784.42011052792
1706,442824.79759184754
1707,223822.83982363535
1708,215377.96035546204
1709,271467.3407946983
1710,225840.9077111065
1711,261625.42609195766
1712,264663.1902403874
1713,266406.56256006856
1714,225350.35802973775
1715,214910.4411615611
1716,189954.24165912325
1717,171793.44079769173
1718,136393.09012254828
1719,204982.24744202214
1720,246185.11675185536
1721,163237.6843484651
1722,124171.4668748298
1723,156106.93993917058
1724,216006.4269325416
1725,243078.7462099117
1726,196829.2856071212
1727,158825.1101017828
1728,175280.5588171116
1729,164832.9470103096
1730,166183.44350193956
1731,122998.35733902137
1732,126825.72385446569
1733,115652.38264736408
1734,122186.26809768664
1735,128582.14845191981
1736,117619.64977281512
1737,369775.8469850648
1738,225048.63864611526
1739,285902.5785982631
1740,221931.50699306422
1741,200754.729373236
1742,174997.25140444477
1743,176026.32527972583
1744,307811.8421424959
1745,212519.58589148524
1746,211951.222982017
1747,220139.55721491433
1748,228162.1873394485
1749,148698.69368208636
1750,130554.94448174463
1751,246491.36621729692
1752,119693.19802485369
1753,144421.9707200087
1754,186687.62619187616
1755,164976.29435528052
1756,122876.49189416575
1757,115772.14121794011
1758,147228.36479116578
1759,159535.7436335887
1760,165538.2906284897
1761,133750.5343571338
1762,183677.46736780799
1763,170919.14856192496
1764,115482.59436579648
1765,163919.06141241008
1766,178591.80822191626
1767,208481.1856708975
1768,145477.24908533023
1769,169961.85038733625
1770,148150.434639564
1771,121481.23729127317
1772,129896.70388873314
1773,126100.51691967345
1774,137183.29138134138
1775,137922.38677999203
1776,127003.09996182231
1777,110767.18181494057
1778,140203.0347139182
1779,114749.66276332406
1780,171982.12542268785
1781,129172.41935263373
1782,94111.49583193407
1783,142947.0934385825
1784,103215.77527978267
1785,119052.7289689222
1786,153889.35277655357
1787,171579.44686648564
1788,64695.61210691514
1789,106717.21125520502
1790,80792.80557253034
1791,175793.35352941704
1792,159575.5740877918
1793,125025.37887415815
1794,146316.8933577817
1795,133195.87031953695
1796,140021.59797751764
1797,128132.00658409664
1798,125256.25611152328
1799,112431.43983010227
1800,129178.55334065434
1801,131776.90566239145
1802,123265.8082671957
1803,145694.6896066659
1804,143430.36405449506
1805,136378.93258160318
1806,120058.39264438348
1807,128417.93269124825
1808,117331.97784732195
1809,117364.33413503645
1810,141600.5650202049
1811,95614.43392361945
1812,91790.18008730149
1813,124349.86270381261
1814,90699.63334815159
1815,54065.29936667452
1816,92708.1846142822
1817,110401.51021218461
1818,162616.34946327875
1819,119817.6477504814
1820,58265.933958914524
1821,108240.14062001498
1822,150268.75698331365
1823,37498.843437199714
1824,135511.00233452814
1825,139252.4935831315
